user_id,song_id,listen_cnt,song_name,artist_id,artist_name,album_id,album_name,genre_id,genre_name,domestic_yn,reg_date
67479452,120397761,22,Rindu Aku Rindu Kamu,11669464,Dara Ayu Feat Bajol,11622952,Rindu Aku Rindu Kamu,100045,Dangdut,Y,2021-04-12 11:08:09.946290
67479452,120384636,18,Sepanjang Jalan Kenangan,11669464,Dara Ayu Feat Bajol,11603372,Sepanjang Jalan Kenangan,100045,Dangdut,Y,2021-04-17 23:24:39.064449
67479452,120395206,18,Sepi Berkepanjangan,11669464,Dara Ayu Feat Bajol,11617172,Sepi Berkepanjangan,100045,Dangdut,Y,2021-04-17 23:30:01.505348
67479452,110106658,20,Sore Tugu Pancoran,10002509,Iwan Fals,10025587,Koleksi Terlengkap Iwan Fals,100010,Pop,Y,2021-04-16 17:19:35.416312
67479999,100000272,12,Cobalah Kau Mengerti,10001377,J-Rocks,10000389,Spirit,100030,Rock,Y,2021-04-14 13:33:00.515073
67480608,123405268,11,Sapu Jagat,11446377,Sabyan,14020864,Sapu Jagat,100056,Religi-Muslim,Y,2021-04-12 10:20:29.062525
67482791,122453498,14,Aku Di Matamu,10010125,Armada,13403384,Aku Di Matamu,100010,Pop,Y,2021-04-12 07:30:44.751825
67482791,123616028,16,Badai Pasti Berlalu,10000605,Chrisye,14171044,By Request-Seperti Yang Kau Minta,100010,Pop,Y,2021-04-13 02:19:37.417987
67482791,122453303,11,Cinta Seperti Aku,10967945,Aurelie Hermansyah,13402864,Cinta Seperti Aku (Single),100010,Pop,Y,2021-04-13 21:06:24.806059
67482791,114525179,15,Hitam Tak Selalu Gelap,10274077,Musikimia,10648935,Intersisi,100010,Pop,Y,2021-04-13 02:14:09.108017
67482791,118089014,14,Ingin Lekas Memelukmu Lagi,11287843,D'MASIV Feat. Pusakata,11198905,Ingin Lekas Memelukmu Lagi,100010,Pop,Y,2021-04-13 02:29:40.530076
67482791,120299594,14,Masih Ada Waktu,11681684,"Ebiet G. Ade, Adera, Segara",11579207,Masih Ada Waktu,100010,Pop,Y,2021-04-13 02:25:35.901714
